"Time","Frequency A27FD0AE (Ch Matanda - Control room)","Frequency E62B2EA3 (Ch Matanda - Radiologie)","Voltage A27FD0AE (Ch Matanda - Control room)","Voltage E62B2EA3 (Ch Matanda - Radiologie)"
2023-01-15 02:38:00,49.9,49.9,228,228
2023-01-15 02:40:00,49.9,49.8,228,229
2023-01-15 02:42:00,49.8,49.8,228,228
2023-01-15 02:44:00,49.9,49.8,228,229
2023-01-15 02:46:00,49.9,49.9,228,228
2023-01-15 02:48:00,50.1,50.1,228,228
2023-01-15 02:50:00,49.9,49.8,230,231
2023-01-15 02:52:00,50.0,50.0,230,231
2023-01-15 02:54:00,49.8,49.9,230,230
2023-01-15 02:56:00,49.9,49.9,228,228
2023-01-15 02:58:00,49.9,50.0,229,229
2023-01-15 03:00:00,50.1,50.0,229,230
2023-01-15 03:02:00,50.0,50.1,229,229
2023-01-15 03:04:00,50.0,49.9,228,229
2023-01-15 03:06:00,49.9,50.0,228,229
2023-01-15 03:08:00,50.1,50.1,226,226
2023-01-15 03:10:00,50.1,50.1,228,229
2023-01-15 03:12:00,49.9,49.9,228,229
2023-01-15 03:14:00,49.9,49.9,228,229
2023-01-15 03:16:00,50.1,50.1,228,228
2023-01-15 03:18:00,49.9,49.9,228,228
2023-01-15 03:20:00,50.2,50.1,228,229
2023-01-15 03:22:00,49.9,49.9,228,228
2023-01-15 03:24:00,49.9,50.0,228,228
2023-01-15 03:26:00,49.9,49.9,228,228
2023-01-15 03:28:00,50.0,50.1,228,228
2023-01-15 03:30:00,50.0,50.0,227,228
2023-01-15 03:32:00,49.9,50.0,227,227
2023-01-15 03:34:00,50.0,50.0,228,228
2023-01-15 03:36:00,50.0,50.0,228,228
2023-01-15 03:38:00,50.1,50.1,228,228
2023-01-15 03:40:00,49.9,49.9,228,228
2023-01-15 03:42:00,49.9,49.9,228,228
2023-01-15 03:44:00,49.8,49.8,227,228
2023-01-15 03:46:00,49.9,49.9,228,228
2023-01-15 03:48:00,50.0,50.0,223,224
2023-01-15 03:50:00,50.1,50.0,229,230
2023-01-15 03:52:00,49.8,49.8,229,229
2023-01-15 03:54:00,49.8,49.9,229,230
2023-01-15 03:56:00,49.9,49.9,229,229
2023-01-15 03:58:00,49.9,50.0,231,231
2023-01-15 04:00:00,50.0,50.0,229,229
2023-01-15 04:02:00,49.8,49.8,228,228
2023-01-15 04:04:00,50.0,50.0,228,228
2023-01-15 04:06:00,49.9,49.9,228,228
2023-01-15 04:08:00,50.0,50.0,228,229
2023-01-15 04:10:00,49.9,50.0,228,228
2023-01-15 04:12:00,50.0,50.0,228,228
2023-01-15 04:14:00,49.9,49.9,228,228
2023-01-15 04:16:00,49.9,49.9,228,228
2023-01-15 04:18:00,49.8,49.7,228,228
2023-01-15 04:20:00,50.0,50.0,229,229
2023-01-15 04:22:00,50.0,49.9,229,230
2023-01-15 04:24:00,49.9,49.9,229,229
2023-01-15 04:26:00,49.8,49.8,229,229
2023-01-15 04:28:00,50.0,50.0,228,228
2023-01-15 04:30:00,50.0,50.0,224,224
2023-01-15 04:32:00,50.0,50.0,227,228
2023-01-15 04:34:00,50.0,50.1,229,229
2023-01-15 04:36:00,49.9,49.8,228,228
2023-01-15 04:38:00,49.9,49.9,229,229
2023-01-15 04:40:00,50.1,50.0,228,229
2023-01-15 04:42:00,49.9,49.9,228,228
2023-01-15 04:44:00,49.9,50.0,228,228
2023-01-15 04:46:00,49.8,49.8,228,228
2023-01-15 04:48:00,50.1,50.1,228,228
2023-01-15 04:50:00,49.9,49.9,231,231
2023-01-15 04:52:00,49.9,49.8,231,231
2023-01-15 04:54:00,50.0,50.0,231,231
2023-01-15 04:56:00,49.9,49.9,230,230
2023-01-15 04:58:00,50.1,50.1,230,231
2023-01-15 05:00:00,49.8,49.8,230,231
2023-01-15 05:02:00,50.0,49.9,230,231
2023-01-15 05:04:00,50.0,50.0,230,231
2023-01-15 05:06:00,49.8,49.7,230,231
2023-01-15 05:08:00,49.8,49.8,228,228
2023-01-15 05:10:00,49.8,49.8,227,227
2023-01-15 05:12:00,50.0,50.0,227,228
2023-01-15 05:14:00,49.7,49.7,228,228
2023-01-15 05:16:00,50.0,50.0,227,227
2023-01-15 05:18:00,50.0,50.1,227,228
2023-01-15 05:20:00,50.0,50.0,227,227
2023-01-15 05:22:00,50.1,50.1,228,228
2023-01-15 05:24:00,49.8,49.8,228,228
2023-01-15 05:26:00,49.9,49.9,226,227
2023-01-15 05:28:00,50.2,50.2,228,228
2023-01-15 05:30:00,50.1,50.1,228,229
2023-01-15 05:32:00,50.0,49.9,226,227
2023-01-15 05:34:00,50.1,50.1,227,227
2023-01-15 05:36:00,50.2,50.3,226,226
2023-01-15 05:38:00,49.9,49.8,226,226
2023-01-15 05:40:00,50.0,49.9,226,226
2023-01-15 05:42:00,49.9,49.9,226,227
2023-01-15 05:44:00,50.0,50.0,227,227
2023-01-15 05:46:00,49.7,49.8,226,226
2023-01-15 05:48:00,49.8,49.9,226,226
2023-01-15 05:50:00,49.8,49.8,224,223
2023-01-15 05:52:00,50.1,50.1,228,229
2023-01-15 05:54:00,50.4,50.3,229,230
2023-01-15 05:56:00,49.9,49.8,229,229
2023-01-15 05:58:00,49.8,49.9,229,230
2023-01-15 06:00:00,49.8,49.8,229,230
2023-01-15 06:02:00,50.1,50.1,230,230
2023-01-15 06:04:00,50.1,50.0,225,226
2023-01-15 06:06:00,50.0,49.9,230,230
2023-01-15 06:08:00,50.1,50.1,226,225
2023-01-15 06:10:00,50.0,50.0,228,228
2023-01-15 06:12:00,49.9,49.9,224,225
2023-01-15 06:14:00,49.9,50.0,226,226
2023-01-15 06:16:00,50.1,50.1,223,224
2023-01-15 06:18:00,49.9,49.8,226,226
2023-01-15 06:20:00,50.1,50.1,224,224
2023-01-15 06:22:00,50.0,50.0,226,226
2023-01-15 06:24:00,50.0,50.0,221,221
2023-01-15 06:26:00,49.8,49.8,226,227
2023-01-15 06:28:00,49.7,49.7,227,227
2023-01-15 06:30:00,49.7,49.7,223,224
2023-01-15 06:32:00,50.0,50.0,226,226
2023-01-15 06:34:00,50.2,50.0,226,227
2023-01-15 06:36:00,49.9,49.9,225,226
2023-01-15 06:38:00,49.9,49.8,221,221
2023-01-15 06:40:00,50.0,49.9,221,221
2023-01-15 06:42:00,50.0,50.0,221,222
2023-01-15 06:44:00,50.0,50.0,225,225
2023-01-15 06:46:00,50.2,50.2,224,224
2023-01-15 06:48:00,2801,9804,0,0
2023-01-15 06:50:00,3279,3937,0,0
2023-01-15 06:52:00,2611,5618,0,0
2023-01-15 06:54:00,7874,7874,0,0
2023-01-15 06:56:00,3012,5618,0,0
2023-01-15 06:58:00,5525,3279,0,0
2023-01-15 07:00:00,3937,3279,0,0
2023-01-15 07:02:00,4367,4367,0,0
2023-01-15 07:04:00,3571,3571,0,0
2023-01-15 07:06:00,50.0,50.0,221,221
2023-01-15 07:08:00,49.9,50.0,222,223
2023-01-15 07:10:00,50.6,50.7,219,219
2023-01-15 07:12:00,50.4,50.4,223,223
2023-01-15 07:14:00,50.0,50.1,221,221
2023-01-15 07:16:00,50.2,50.3,223,223
2023-01-15 07:18:00,50.3,50.3,223,223
2023-01-15 07:20:00,50.5,50.5,217,218
2023-01-15 07:22:00,50.0,49.9,215,216
2023-01-15 07:24:00,49.9,49.8,210,210
2023-01-15 07:26:00,49.7,49.7,214,214
2023-01-15 07:28:00,49.8,49.8,213,213
2023-01-15 07:30:00,50.2,50.2,212,212
2023-01-15 07:32:00,50.0,50.0,220,220
2023-01-15 07:34:00,49.8,49.8,220,220
2023-01-15 07:36:00,49.9,50.0,220,221
2023-01-15 07:38:00,50.2,50.2,217,218
2023-01-15 07:40:00,50.0,50.0,220,221
2023-01-15 07:42:00,49.8,49.8,222,222
2023-01-15 07:44:00,50.0,50.0,218,219
2023-01-15 07:46:00,49.8,49.9,222,222
2023-01-15 07:48:00,50.0,49.9,222,222
2023-01-15 07:50:00,50.0,50.0,220,219
2023-01-15 07:52:00,49.9,50.0,223,223
2023-01-15 07:54:00,50.1,50.1,219,219
2023-01-15 07:56:00,49.9,49.9,223,223
2023-01-15 07:58:00,49.9,49.9,221,221
2023-01-15 08:00:00,50.0,50.0,221,221
2023-01-15 08:02:00,49.7,49.7,219,219
2023-01-15 08:04:00,49.8,49.9,215,216
2023-01-15 08:06:00,50.0,50.0,215,215
2023-01-15 08:08:00,49.7,49.8,218,219
2023-01-15 08:10:00,50.0,50.0,219,219
2023-01-15 08:12:00,49.6,49.7,217,217
2023-01-15 08:14:00,49.9,49.9,213,213
2023-01-15 08:16:00,50.0,50.0,221,221
2023-01-15 08:18:00,49.9,49.8,220,220
2023-01-15 08:20:00,49.8,49.7,219,221
2023-01-15 08:22:00,50.0,50.0,216,218
2023-01-15 08:24:00,50.0,50.1,221,222
2023-01-15 08:26:00,50.0,50.1,216,216
2023-01-15 08:28:00,49.8,49.8,216,216
2023-01-15 08:30:00,49.9,49.9,216,216
2023-01-15 08:32:00,49.9,49.9,221,221
2023-01-15 08:34:00,50.1,50.1,222,223
2023-01-15 08:36:00,50.0,50.0,223,223
2023-01-15 08:38:00,50.0,50.0,221,221
2023-01-15 08:40:00,49.8,49.7,218,219
2023-01-15 08:42:00,49.9,50.0,223,223
2023-01-15 08:44:00,50.0,50.0,219,218
2023-01-15 08:46:00,49.9,50.0,219,219
2023-01-15 08:48:00,50.0,50.0,220,220
2023-01-15 08:50:00,50.1,50.1,221,221
2023-01-15 08:52:00,49.6,49.6,219,219
2023-01-15 08:54:00,49.8,49.8,219,219
2023-01-15 08:56:00,50.0,50.0,220,221
2023-01-15 08:58:00,50.1,50.1,219,219
2023-01-15 09:00:00,50.0,49.9,219,219
2023-01-15 09:02:00,49.8,49.8,219,219
2023-01-15 09:04:00,49.9,50.0,216,216
2023-01-15 09:06:00,50.0,50.0,220,220
2023-01-15 09:08:00,50.1,50.1,219,220
2023-01-15 09:10:00,50.1,50.1,216,216
2023-01-15 09:12:00,50.1,50.0,218,218
2023-01-15 09:14:00,49.9,49.9,215,215
2023-01-15 09:16:00,49.8,49.8,215,216
2023-01-15 09:18:00,50.1,50.2,215,214
2023-01-15 09:20:00,49.9,49.9,217,218
2023-01-15 09:22:00,50.1,50.1,220,220
2023-01-15 09:24:00,49.8,49.8,216,216
2023-01-15 09:26:00,49.6,49.6,219,219
2023-01-15 09:28:00,50.0,50.0,219,220
2023-01-15 09:30:00,50.0,50.0,216,216
2023-01-15 09:32:00,49.7,49.7,219,219
2023-01-15 09:34:00,49.9,49.9,219,219
2023-01-15 09:36:00,50.3,50.2,216,216
2023-01-15 09:38:00,49.8,49.8,219,219
2023-01-15 09:40:00,50.0,50.0,216,216
2023-01-15 09:42:00,49.9,49.8,216,215
2023-01-15 09:44:00,50.0,50.0,215,217
2023-01-15 09:46:00,50.0,50.0,219,220
2023-01-15 09:48:00,50.1,50.1,217,218
2023-01-15 09:50:00,49.8,49.8,216,216
2023-01-15 09:52:00,49.8,49.7,218,218
2023-01-15 09:54:00,49.8,49.8,219,219
2023-01-15 09:56:00,49.8,49.8,212,212
2023-01-15 09:58:00,49.9,49.8,219,220
2023-01-15 10:00:00,50.0,50.1,220,221
2023-01-15 10:02:00,50.2,50.2,217,217
2023-01-15 10:04:00,50.1,50.0,219,219
2023-01-15 10:06:00,49.8,49.8,218,218
2023-01-15 10:08:00,50.2,50.2,216,216
2023-01-15 10:10:00,50.1,50.0,220,221
2023-01-15 10:12:00,49.7,49.8,214,214
2023-01-15 10:14:00,49.8,49.9,210,211
2023-01-15 10:16:00,49.7,49.7,212,213
2023-01-15 10:18:00,50.2,50.2,213,213
2023-01-15 10:20:00,50.1,50.2,213,214
2023-01-15 10:22:00,50.0,50.0,216,217
2023-01-15 10:24:00,50.1,50.0,214,215
2023-01-15 10:26:00,50.1,50.2,216,216
2023-01-15 10:28:00,50.0,50.0,214,215
2023-01-15 10:30:00,49.9,49.9,214,215
2023-01-15 10:32:00,49.9,49.8,211,211
2023-01-15 10:34:00,50.3,50.3,216,215
2023-01-15 10:36:00,50.0,50.0,214,214
2023-01-15 10:38:00,50.1,50.1,216,216
2023-01-15 10:40:00,49.8,49.8,218,218
2023-01-15 10:42:00,50.0,50.0,214,214
2023-01-15 10:44:00,49.9,49.9,213,214
2023-01-15 10:46:00,49.8,49.8,219,220
2023-01-15 10:48:00,50.0,50.0,216,216
2023-01-15 10:50:00,50.0,50.0,215,216
2023-01-15 10:52:00,50,50.0,214,214
2023-01-15 10:54:00,50.1,50.1,211,212
2023-01-15 10:56:00,50.0,50.0,211,212
2023-01-15 10:58:00,49.7,49.8,214,214
2023-01-15 11:00:00,50.1,50.1,211,211
2023-01-15 11:02:00,50.2,50.2,211,211
2023-01-15 11:04:00,50.1,50.1,214,214
2023-01-15 11:06:00,50.2,50.2,213,213
2023-01-15 11:08:00,50.1,50.1,214,215
2023-01-15 11:10:00,50.0,50.0,218,218
2023-01-15 11:12:00,49.9,50.0,210,211
2023-01-15 11:14:00,50.0,50.1,216,216
2023-01-15 11:16:00,49.9,49.9,217,217
2023-01-15 11:18:00,49.9,49.8,214,214
2023-01-15 11:20:00,49.9,49.9,214,214
2023-01-15 11:22:00,49.7,49.7,211,211
2023-01-15 11:24:00,50.2,50.1,215,215
2023-01-15 11:26:00,50.0,50.0,217,216
2023-01-15 11:28:00,50.0,50.0,221,221
2023-01-15 11:30:00,50.2,50.1,216,216
2023-01-15 11:32:00,50.3,50.3,216,216
2023-01-15 11:34:00,50.1,50.2,217,217
2023-01-15 11:36:00,49.8,49.7,214,213
2023-01-15 11:38:00,49.9,49.8,215,215
2023-01-15 11:40:00,49.9,49.9,210,209
2023-01-15 11:42:00,49.9,49.8,211,211
2023-01-15 11:44:00,49.6,49.7,221,220
2023-01-15 11:46:00,49.7,49.8,215,214
2023-01-15 11:48:00,49.8,49.8,212,211
2023-01-15 11:50:00,50.4,50.4,214,213
2023-01-15 11:52:00,50.1,50.2,216,216
2023-01-15 11:54:00,49.7,49.8,209,209
2023-01-15 11:56:00,49.1,49.4,214,213
2023-01-15 11:58:00,49.9,49.9,216,216
2023-01-15 12:00:00,49.7,49.7,208,207
2023-01-15 12:02:00,49.9,49.9,207,207
2023-01-15 12:04:00,49.9,49.9,203,202
2023-01-15 12:06:00,49.7,49.7,208,208
2023-01-15 12:08:00,50.2,50.1,201,201
2023-01-15 12:10:00,50.1,50.0,212,212
2023-01-15 12:12:00,50.2,50.2,212,214
2023-01-15 12:14:00,50.2,50.2,219,219
2023-01-15 12:16:00,50.1,50.0,217,217
2023-01-15 12:18:00,49.8,49.8,216,216
2023-01-15 12:20:00,50.1,50.1,219,220
2023-01-15 12:22:00,50.0,50.1,216,217
2023-01-15 12:24:00,49.9,49.9,219,219
2023-01-15 12:26:00,50.0,50.0,219,219
2023-01-15 12:28:00,49.9,49.9,221,221
2023-01-15 12:30:00,50.0,50.1,219,226
2023-01-15 12:32:00,50.0,50.0,219,219
2023-01-15 12:34:00,50.1,50.1,221,221
2023-01-15 12:36:00,50.0,50.0,220,221
2023-01-15 12:38:00,50.1,50.0,220,220
2023-01-15 12:40:00,50.0,50.0,220,220
2023-01-15 12:42:00,49.8,49.9,217,217
2023-01-15 12:44:00,49.7,49.7,217,217
2023-01-15 12:46:00,49.8,49.9,214,215
2023-01-15 12:48:00,49.8,49.8,216,216
2023-01-15 12:50:00,50.1,50.1,217,218
2023-01-15 12:52:00,50.1,50.1,219,219
2023-01-15 12:54:00,50.0,49.9,216,217
2023-01-15 12:56:00,49.9,50.0,219,220
2023-01-15 12:58:00,50.2,50.3,219,220
2023-01-15 13:00:00,49.9,49.9,220,220
2023-01-15 13:02:00,49.5,49.6,217,216
2023-01-15 13:04:00,49.9,49.9,215,216
2023-01-15 13:06:00,49.8,49.8,216,216
2023-01-15 13:08:00,50.2,50.1,215,219
2023-01-15 13:10:00,49.9,50.1,219,219
2023-01-15 13:12:00,49.9,50.1,220,219
2023-01-15 13:14:00,50.2,50.3,217,218
2023-01-15 13:16:00,50.0,50.0,214,219
2023-01-15 13:18:00,49.9,49.8,214,215
2023-01-15 13:20:00,50.0,49.9,221,221
2023-01-15 13:22:00,49.7,49.8,219,222
2023-01-15 13:24:00,49.9,49.9,221,223
2023-01-15 13:26:00,49.8,49.7,221,222
2023-01-15 13:28:00,49.7,49.7,221,223
2023-01-15 13:30:00,49.9,50.0,219,221
2023-01-15 13:32:00,50.3,50.3,221,223
2023-01-15 13:34:00,50.0,49.8,222,221
2023-01-15 13:36:00,50.1,49.7,220,221
2023-01-15 13:38:00,50.3,50.4,221,221
2023-01-15 13:40:00,50.4,50.2,221,221
2023-01-15 13:42:00,50.2,50.1,221,222
2023-01-15 13:44:00,49.7,49.7,210,213
2023-01-15 13:46:00,49.9,50.0,219,224
2023-01-15 13:48:00,49.8,49.8,212,216
2023-01-15 13:50:00,49.7,49.6,221,223
2023-01-15 13:52:00,50.0,50.0,214,219
2023-01-15 13:54:00,49.8,49.8,218,218
2023-01-15 13:56:00,49.8,49.8,218,219
2023-01-15 13:58:00,50.2,50.2,219,223
2023-01-15 14:00:00,50.0,50.0,221,223
2023-01-15 14:02:00,50.4,50.3,222,220
2023-01-15 14:04:00,49.7,49.7,221,222
2023-01-15 14:06:00,49.7,49.9,220,218
2023-01-15 14:08:00,50.2,50.2,222,222
2023-01-15 14:10:00,49.6,50.0,219,219
2023-01-15 14:12:00,50.1,50.2,223,223
2023-01-15 14:14:00,49.8,50.0,219,219
2023-01-15 14:16:00,49.7,49.8,221,223
2023-01-15 14:18:00,50.3,50.2,222,221
2023-01-15 14:20:00,50.1,49.7,221,219
2023-01-15 14:22:00,50.2,50.4,221,220
2023-01-15 14:24:00,50.0,50.0,220,220
2023-01-15 14:26:00,49.5,49.6,216,221
2023-01-15 14:28:00,49.7,49.6,220,216
2023-01-15 14:30:00,50.1,50.0,216,216
2023-01-15 14:32:00,50.1,50.0,214,212
2023-01-15 14:34:00,49.7,49.6,211,212
2023-01-15 14:36:00,49.9,50.0,209,213
2023-01-15 14:38:00,50.0,50.0,214,214
2023-01-15 14:40:00,49.9,49.9,220,221
2023-01-15 14:42:00,49.8,49.9,212,210
2023-01-15 14:44:00,50.1,50.1,211,211
2023-01-15 14:46:00,50.1,50.1,211,211
2023-01-15 14:48:00,49.7,49.8,210,210
2023-01-15 14:50:00,50.1,50.1,209,216
2023-01-15 14:52:00,50.0,50.0,214,214
2023-01-15 14:54:00,50.0,50.0,216,217
2023-01-15 14:56:00,49.9,50.0,216,216
2023-01-15 14:58:00,49.9,49.9,216,216
2023-01-15 15:00:00,49.9,50.0,215,215
2023-01-15 15:02:00,50.1,50.1,216,218
2023-01-15 15:04:00,50.1,50.1,217,217
2023-01-15 15:06:00,49.9,49.8,214,214
2023-01-15 15:08:00,49.6,49.5,218,216
2023-01-15 15:10:00,49.8,49.8,216,217
2023-01-15 15:12:00,49.9,49.8,219,219
2023-01-15 15:14:00,49.8,49.9,221,221
2023-01-15 15:16:00,49.6,49.5,219,219
2023-01-15 15:18:00,49.9,49.8,221,221
2023-01-15 15:20:00,49.5,49.5,219,218
2023-01-15 15:22:00,49.7,49.5,218,219
2023-01-15 15:24:00,49.5,49.6,218,217
2023-01-15 15:26:00,50.0,50.0,215,216
2023-01-15 15:28:00,49.8,49.8,217,216
2023-01-15 15:30:00,50.2,50.1,216,216
2023-01-15 15:32:00,50.4,50.4,215,214
2023-01-15 15:34:00,50.2,50.2,211,212
2023-01-15 15:36:00,49.9,49.9,212,212
2023-01-15 15:38:00,50.3,50.3,213,213
2023-01-15 15:40:00,50.5,50.4,215,215
2023-01-15 15:42:00,50.3,50.2,211,211
2023-01-15 15:44:00,50.3,50.4,211,211
2023-01-15 15:46:00,50.0,50.0,214,214
2023-01-15 15:48:00,49.9,49.8,212,213
2023-01-15 15:50:00,49.8,49.7,214,214
2023-01-15 15:52:00,50.1,50.0,215,216
2023-01-15 15:54:00,50.1,50.1,218,218
2023-01-15 15:56:00,49.8,49.8,219,219
2023-01-15 15:58:00,49.9,49.9,213,214
2023-01-15 16:00:00,50.0,49.9,213,214
2023-01-15 16:02:00,49.8,49.8,216,217
2023-01-15 16:04:00,50.1,50.0,219,219
2023-01-15 16:06:00,50.1,50.0,219,219
2023-01-15 16:08:00,49.8,49.8,214,214
2023-01-15 16:10:00,49.7,49.7,211,212
2023-01-15 16:12:00,50.0,50.1,214,215
2023-01-15 16:14:00,49.6,49.8,217,219
2023-01-15 16:16:00,49.9,49.9,217,219
2023-01-15 16:18:00,49.6,49.7,221,221
2023-01-15 16:20:00,50.0,50.0,218,221
2023-01-15 16:22:00,50.0,49.9,220,220
2023-01-15 16:24:00,49.8,49.7,220,220
2023-01-15 16:26:00,49.8,49.8,219,220
2023-01-15 16:28:00,50.0,49.9,220,220
2023-01-15 16:30:00,49.7,49.8,221,221
2023-01-15 16:32:00,50.0,50.0,221,221
2023-01-15 16:34:00,49.9,50.0,221,222
2023-01-15 16:36:00,49.9,49.9,223,223
2023-01-15 16:38:00,50.0,50,223,222
2023-01-15 16:40:00,49.7,49.7,221,221
2023-01-15 16:42:00,49.7,49.6,223,223
2023-01-15 16:44:00,49.7,49.6,224,225
2023-01-15 16:46:00,49.6,49.5,223,223
2023-01-15 16:48:00,50.0,49.9,225,226
2023-01-15 16:50:00,49.9,50.1,223,222
2023-01-15 16:52:00,50.0,49.9,223,223
2023-01-15 16:54:00,49.9,49.8,219,220
2023-01-15 16:56:00,50.0,50.0,221,221
2023-01-15 16:58:00,50.0,49.9,216,216
2023-01-15 17:00:00,49.8,49.7,214,214
2023-01-15 17:02:00,50.1,50.2,223,223
2023-01-15 17:04:00,50.2,50.1,223,223
2023-01-15 17:06:00,49.8,50.0,218,218
2023-01-15 17:08:00,50.3,50.4,221,221
2023-01-15 17:10:00,50.0,49.9,222,224
2023-01-15 17:12:00,49.8,49.8,223,223
2023-01-15 17:14:00,49.7,49.6,225,225
2023-01-15 17:16:00,49.7,49.8,216,216
2023-01-15 17:18:00,49.7,49.7,223,223
2023-01-15 17:20:00,50.1,50.1,221,221
2023-01-15 17:22:00,49.9,49.9,223,223
2023-01-15 17:24:00,49.9,50.0,223,223
2023-01-15 17:26:00,50.0,49.9,223,223
2023-01-15 17:28:00,50.1,50.1,220,221
2023-01-15 17:30:00,49.8,49.8,222,222
2023-01-15 17:32:00,49.8,49.8,226,226
2023-01-15 17:34:00,49.6,49.7,222,223
2023-01-15 17:36:00,50.0,50.0,225,225
2023-01-15 17:38:00,50.3,50.3,216,216
2023-01-15 17:40:00,50.2,50.2,224,225
2023-01-15 17:42:00,50.2,50.1,221,221
2023-01-15 17:44:00,50.2,50.2,219,219
2023-01-15 17:46:00,50.0,50.0,226,226
2023-01-15 17:48:00,49.7,49.7,223,223
2023-01-15 17:50:00,49.8,49.8,224,223
2023-01-15 17:52:00,49.9,49.9,225,226
2023-01-15 17:54:00,50.1,50.1,224,224
2023-01-15 17:56:00,50.1,50.1,223,223
2023-01-15 17:58:00,50.0,49.9,223,222
2023-01-15 18:00:00,49.8,49.8,221,220
2023-01-15 18:02:00,49.8,49.8,223,223
2023-01-15 18:04:00,49.8,49.8,223,223
2023-01-15 18:06:00,50.1,50.1,222,221
2023-01-15 18:08:00,49.7,49.7,216,216
2023-01-15 18:10:00,49.9,49.9,219,219
2023-01-15 18:12:00,49.6,49.5,218,218
2023-01-15 18:14:00,49.9,49.9,216,216
2023-01-15 18:16:00,49.6,49.5,219,219
2023-01-15 18:18:00,49.9,49.8,213,214
2023-01-15 18:20:00,49.7,49.6,213,213
2023-01-15 18:22:00,6579,3937,0,0
